0,0
5.0000000000000003e-10,0
1.0000000000000001e-09,0
1.5e-09,0
2.0000000000000001e-09,0
2.5000000000000001e-09,0
3e-09,0
3.4999999999999999e-09,0
4.0000000000000002e-09,0
4.4999999999999998e-09,0
5.0000000000000001e-09,0
5.4999999999999996e-09,0
6e-09,0
6.5000000000000003e-09,0
6.9999999999999998e-09,0
7.4999999999999993e-09,0
8.0000000000000005e-09,0
8.5e-09,0
8.9999999999999995e-09,0
9.5000000000000007e-09,0
1e-08,0
1.05e-08,0
1.0999999999999999e-08,0
1.15e-08,0
1.2e-08,0
1.2499999999999999e-08,0
1.3000000000000001e-08,0
1.35e-08,0
1.4e-08,0
1.4500000000000001e-08,0
1.4999999999999999e-08,0
1.55e-08,0
1.6000000000000001e-08,0
1.6499999999999999e-08,0
1.7e-08,0
1.7500000000000001e-08,0
1.7999999999999999e-08,0
1.85e-08,0
1.9000000000000001e-08,0
1.9499999999999999e-08,0
2e-08,0
2.0500000000000002e-08,0
2.0999999999999999e-08,0
2.1500000000000001e-08,0
2.1999999999999998e-08,0
2.25e-08,0
2.3000000000000001e-08,0
2.3499999999999999e-08,0
2.4e-08,0
2.4500000000000001e-08,0
2.4999999999999999e-08,0
2.55e-08,0
2.6000000000000001e-08,0
2.6499999999999999e-08,0
2.7e-08,0
2.7500000000000001e-08,0
2.7999999999999999e-08,0
2.85e-08,0
2.9000000000000002e-08,0
2.9499999999999999e-08,0
2.9999999999999997e-08,0
3.0500000000000002e-08,0
3.1e-08,0
3.1499999999999998e-08,0
3.2000000000000002e-08,0
3.25e-08,0
3.2999999999999998e-08,0
3.3500000000000002e-08,0
3.4e-08,0
3.4499999999999998e-08,0
3.5000000000000002e-08,0
3.55e-08,0
3.5999999999999998e-08,0
3.6500000000000003e-08,0
3.7e-08,0
3.7499999999999998e-08,0
3.8000000000000003e-08,0
3.8500000000000001e-08,0
3.8999999999999998e-08,0
3.9500000000000003e-08,0
4.0000000000000001e-08,0
4.0499999999999999e-08,0
4.1000000000000003e-08,0
4.1500000000000001e-08,0
4.1999999999999999e-08,0
4.2499999999999997e-08,0
4.3000000000000001e-08,0
4.3499999999999999e-08,0
4.3999999999999997e-08,0
4.4500000000000001e-08,0
4.4999999999999999e-08,0
4.5499999999999997e-08,0
4.6000000000000002e-08,0
4.6499999999999999e-08,0
4.6999999999999997e-08,0
4.7500000000000002e-08,0
4.8e-08,0
4.8499999999999998e-08,0
4.9000000000000002e-08,0
4.95e-08,0
4.9999999999999998e-08,0
5.0500000000000002e-08,0
5.1e-08,0
5.1499999999999998e-08,0
5.2000000000000002e-08,0
5.25e-08,0
5.2999999999999998e-08,0
5.3500000000000003e-08,0
5.4e-08,0
5.4499999999999998e-08,0
5.5000000000000003e-08,0
5.5500000000000001e-08,0
5.5999999999999999e-08,0
5.6500000000000003e-08,0
5.7000000000000001e-08,0
5.7499999999999999e-08,0
5.8000000000000003e-08,0
5.8500000000000001e-08,0
5.8999999999999999e-08,0
5.9499999999999997e-08,0
5.9999999999999995e-08,0
6.0500000000000006e-08,0
6.1000000000000004e-08,0
6.1500000000000001e-08,0
6.1999999999999999e-08,0
6.2499999999999997e-08,0
6.2999999999999995e-08,0
6.3500000000000006e-08,0
6.4000000000000004e-08,0
6.4500000000000002e-08,0
6.5e-08,0
6.5499999999999998e-08,0
6.5999999999999995e-08,0
6.6500000000000007e-08,0
6.7000000000000004e-08,0
6.7500000000000002e-08,0
6.8e-08,0
6.8499999999999998e-08,0
6.8999999999999996e-08,0
6.9499999999999994e-08,0
7.0000000000000005e-08,0
7.0500000000000003e-08,0
7.1e-08,0
7.1499999999999998e-08,0
7.1999999999999996e-08,0
7.2499999999999994e-08,0
7.3000000000000005e-08,0
7.3500000000000003e-08,0
7.4000000000000001e-08,0
7.4499999999999999e-08,0
7.4999999999999997e-08,0
7.5499999999999994e-08,0
7.6000000000000006e-08,0
7.6500000000000003e-08,0
7.7000000000000001e-08,0
7.7499999999999999e-08,0
7.7999999999999997e-08,0
7.8499999999999995e-08,0
7.9000000000000006e-08,0
7.9500000000000004e-08,0
8.0000000000000002e-08,0
8.05e-08,0
8.0999999999999997e-08,0
8.1499999999999995e-08,0
8.2000000000000006e-08,0
8.2500000000000004e-08,0
8.3000000000000002e-08,0
8.35e-08,0
8.3999999999999998e-08,0
8.4499999999999996e-08,0
8.4999999999999994e-08,0
8.5500000000000005e-08,0
8.6000000000000002e-08,0
8.65e-08,0
8.6999999999999998e-08,0
8.7499999999999996e-08,0
8.7999999999999994e-08,0
8.8500000000000005e-08,0
8.9000000000000003e-08,0
8.9500000000000001e-08,0
8.9999999999999999e-08,0
9.0499999999999996e-08,0
9.0999999999999994e-08,0
9.1500000000000005e-08,0
9.2000000000000003e-08,0
9.2500000000000001e-08,0
9.2999999999999999e-08,0
9.3499999999999997e-08,0
9.3999999999999995e-08,0
9.4500000000000006e-08,0
9.5000000000000004e-08,0
9.5500000000000002e-08,0
9.5999999999999999e-08,0
9.6499999999999997e-08,0
9.6999999999999995e-08,0
9.7500000000000006e-08,0
9.8000000000000004e-08,0
9.8500000000000002e-08,0
9.9e-08,0
9.9499999999999998e-08,0
9.9999999999999995e-08,0
1.0050000000000001e-07,0
1.01e-07,0
1.015e-07,0
1.02e-07,0
1.025e-07,0
1.03e-07,0
1.0349999999999999e-07,0
1.04e-07,0
1.045e-07,0
1.05e-07,0
1.055e-07,0
1.06e-07,0
1.0649999999999999e-07,0
1.0700000000000001e-07,0
1.075e-07,0
1.08e-07,0
1.085e-07,0
1.09e-07,0
1.0949999999999999e-07,0
1.1000000000000001e-07,0
1.105e-07,0
1.11e-07,0
1.115e-07,0
1.12e-07,0
1.1249999999999999e-07,0
1.1300000000000001e-07,0
1.135e-07,0
1.14e-07,0
1.145e-07,0
1.15e-07,0
1.155e-07,0
1.1600000000000001e-07,0
1.165e-07,0
1.17e-07,0
1.175e-07,0
1.18e-07,0
1.185e-07,0
1.1899999999999999e-07,0
1.195e-07,0
1.1999999999999999e-07,0
1.205e-07,0
1.2100000000000001e-07,0
1.215e-07,0
1.2200000000000001e-07,0
1.2249999999999999e-07,0
1.23e-07,0
1.2349999999999999e-07,0
1.24e-07,0
1.2450000000000001e-07,0
1.2499999999999999e-07,0
1.2550000000000001e-07,0
1.2599999999999999e-07,0
1.265e-07,0
1.2700000000000001e-07,0
1.275e-07,0
1.2800000000000001e-07,0
1.2849999999999999e-07,0
